match_type,bleurt_answer,question,gold_answer,predicted_answer,answer_f1,qid,instruction_type,group,step,run,correct
bleurt_mid,0.3912428617477417,What was the old show that was named after a character that Walt Disney created in 1928 called?,The Mickey Mouse Club,Mickey’s Revue,0.0,2hop__7046_44085,paraphrase,style,1,2,
bleurt_mid,0.3905009627342224,How many students attend where Andre Dreiding is employed?,"nearly 25,000","Approximately 57,000 students",0.0,2hop__632870_22402,formality,style,3,2,
bleurt_mid,0.3902383148670196,"When is Celebrity Big Brother coming to the network that, along with the original network of Then Came Bronson and ABC, is based in New York?","February 7, 2018",No date announced,0.0,3hop1__140855_2053_52946,elaborate,content,2,0,
bleurt_mid,0.3901655077934265,"A country gained control of Florida after the war in which Charles Edmund Nugent saw action. Besides the different areas of that country, what other differences are there between Real Madrid and the team for the city he moved to in 1999?",two cities,"Real Madrid is a Spanish club from Madrid, while the team for Jacksonville is not a football club but a city in the United States; the main difference is national affiliation (Spain vs. USA) and location (Madrid vs. Jacksonville).",0.0,4hop3__316459_41402_157761_13584,paraphrase,style,2,2,
bleurt_mid,0.389706015586853,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,551-600,"Top 100 globally (as per ARWU 2010, though not directly stated for QS; context provides ARWU ranking for Southampton) 

However, since the question specifically asks for QS rankings and the context does not provide Southampton's QS ranking, but only ARWU, and no information is given about",0.0,2hop__703767_37168,shorten,content,1,1,
bleurt_mid,0.3886637091636657,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Southeastern Vietnam,0.0,3hop2__802066_223623_162182,elaborate,content,2,0,
bleurt_mid,0.3886637091636657,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Southeastern Vietnam,0.0,3hop2__802066_223623_162182,elaborate,content,3,0,
bleurt_mid,0.3886637091636657,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Southeastern Vietnam,0.0,3hop2__802066_223623_162182,paraphrase,style,3,2,
bleurt_mid,0.3886476755142212,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,582 feet (177 m),"There is no mention of a longest home run by Jim Wilson or his team in the provided context. The context discusses Hack Wilson's 56 home runs in 1930 and Gabby Hartnett's walk-off home run in 1938, but does not specify the longest home run in league history.",0.0,3hop1__617062_127905_86588,paraphrase,style,3,1,
bleurt_mid,0.3883230984210968,How long was the place where the Yongle Emperor greeted the person to whom the edict was addressed the capitol of the area where Guangling District was located?,about 400 years,four centuries,0.0,4hop3__857_846_613770_7713,formality,style,1,0,
bleurt_mid,0.3883230984210968,How long was the place where the Yongle Emperor greeted the person to whom the edict was addressed the capitol of the area where Guangling District was located?,about 400 years,four centuries,0.0,4hop3__857_846_613770_7713,formality,style,1,1,
bleurt_mid,0.3883230984210968,How long was the place where the Yongle Emperor greeted the person to whom the edict was addressed the capitol of the area where Guangling District was located?,about 400 years,four centuries,0.0,4hop3__857_846_613770_7713,paraphrase,style,1,2,
bleurt_mid,0.3883230984210968,How long was the place where the Yongle Emperor greeted the person to whom the edict was addressed the capitol of the area where Guangling District was located?,about 400 years,four centuries,0.0,4hop3__857_846_613770_7713,paraphrase,style,3,2,
bleurt_mid,0.385907769203186,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,5 May 1862,0.0,2hop__748615_123956,shorten,content,1,2,
bleurt_mid,0.3840187191963196,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1991,0.0,4hop2__567956_14670_8987_8529,elaborate,content,1,0,
bleurt_mid,0.3840187191963196,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1991,0.0,4hop2__567956_14670_8987_8529,elaborate,content,2,0,
bleurt_mid,0.3840187191963196,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1991,0.0,4hop2__567956_14670_8987_8529,elaborate,content,1,1,
bleurt_mid,0.3840187191963196,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1991,0.0,4hop2__567956_14670_8987_8529,formality,style,2,1,
bleurt_mid,0.3840187191963196,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1991,0.0,4hop2__567956_14670_8987_8529,paraphrase,style,2,0,
bleurt_mid,0.3840187191963196,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1991,0.0,4hop2__567956_14670_8987_8529,paraphrase,style,1,1,
bleurt_mid,0.3833323717117309,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,"The question is asking about the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located. However, the provided context is about New Delhi's climate and does not mention Richmond or WXBX or any location in the United States. Therefore, there is no relevant information in the context to answer",0.0,3hop1__131829_39743_24526,paraphrase,style,2,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,elaborate,content,1,0,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,elaborate,content,2,0,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,elaborate,content,3,0,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,elaborate,content,2,1,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,elaborate,content,3,1,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,elaborate,content,2,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,elaborate,content,3,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,shorten,content,1,1,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,formality,style,1,0,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,formality,style,2,0,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,formality,style,3,0,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,formality,style,1,1,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,formality,style,1,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,formality,style,2,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,formality,style,3,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,paraphrase,style,1,0,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,paraphrase,style,1,1,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,paraphrase,style,2,1,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,paraphrase,style,3,1,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,paraphrase,style,1,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,paraphrase,style,2,2,
bleurt_mid,0.3806940913200378,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Kenya,0.0,2hop__442516_595885,paraphrase,style,3,2,
bleurt_mid,0.380131721496582,What was where the Yongle emperor greeted who the edict addressed GDP per person in 2013?,"RMB 98,174(US$16041)",No relevant information found.,0.0,3hop1__857_846_7810,formality,style,2,0,
bleurt_mid,0.3800174593925476,"When did the team that John Surtees is a member of, the owner of Scion, and Nissan open US assembly plants?",1981,Nissan opened its US assembly plant in 1986. Toyota (owner of Scion) opened its first US assembly plant in 1984.,0.0,3hop2__222979_380281_40768,shorten,content,3,1,
bleurt_mid,0.379983901977539,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,"The question asks about the average winter daytime temperature in the region containing Richmond in the state where WXBX is located. However, the provided context only discusses the climates of Delhi and coastal Galicia, and does not mention Richmond or the state with WXBX. Therefore, there is no information in the context to answer the question",0.0,3hop1__131829_39743_24526,elaborate,content,2,0,
bleurt_mid,0.3793200850486755,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,0.0,2hop__278022_71701,shorten,content,1,0,
bleurt_mid,0.3793200850486755,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,0.0,2hop__278022_71701,shorten,content,2,0,
bleurt_mid,0.3793200850486755,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,0.0,2hop__278022_71701,paraphrase,style,2,1,
bleurt_mid,0.3793200850486755,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,0.0,2hop__278022_71701,paraphrase,style,3,1,
bleurt_mid,0.3779307603836059,How long was the city where the Yongle emperor greeted the person the Ming court thought the representatives were sent by the capitol of Yaxing Coach's headquarters location?,about 400 years,Four centuries,0.0,4hop3__862_846_326964_7713,formality,style,2,2,
bleurt_mid,0.3779307603836059,How long was the city where the Yongle emperor greeted the person the Ming court thought the representatives were sent by the capitol of Yaxing Coach's headquarters location?,about 400 years,Four centuries,0.0,4hop3__862_846_326964_7713,formality,style,3,2,
bleurt_mid,0.3766897916793823,What is the Sarah performer's birth date?,11 September 1962,"Minneapolis, Minnesota, United States (no specific birth date given)",0.0,2hop__711639_110949,elaborate,content,3,2,
bleurt_mid,0.373149037361145,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Major League Baseball,0.0,2hop__43283_86694,elaborate,content,2,0,
bleurt_mid,0.3729133009910583,At the end of which year did tribes from the area where Linear Pottery culture was found invade the Roman Empire?,406,400 BC,0.0,2hop__576118_25719,paraphrase,style,1,2,
bleurt_mid,0.3727917671203613,At the end of which year did tribes from the place where the Celts are said to have migrated from invade the Roman empire?,406,410,0.0,2hop__47712_25719,elaborate,content,1,2,
bleurt_mid,0.3727917671203613,At the end of which year did tribes from the area where Linear Pottery culture was found invade the Roman Empire?,406,410,0.0,2hop__576118_25719,elaborate,content,3,1,
bleurt_mid,0.3727917671203613,At the end of which year did tribes from the area where Linear Pottery culture was found invade the Roman Empire?,406,410,0.0,2hop__576118_25719,elaborate,content,2,2,
bleurt_mid,0.372724175453186,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Hà Tĩnh Province,0.0,3hop2__802066_223623_162182,elaborate,content,1,1,
bleurt_mid,0.372724175453186,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Hà Tĩnh Province,0.0,3hop2__802066_223623_162182,elaborate,content,2,1,
bleurt_mid,0.372724175453186,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Hà Tĩnh Province,0.0,3hop2__802066_223623_162182,elaborate,content,3,1,
bleurt_mid,0.372724175453186,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Hà Tĩnh Province,0.0,3hop2__802066_223623_162182,elaborate,content,2,2,
bleurt_mid,0.3721547126770019,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,"The question is about Peter Till's sports team, but the context does not mention Peter Till or his team. Based on the information provided, it is not possible to answer the question directly.",0.0,3hop2__304722_238553_63959,elaborate,content,3,2,
bleurt_mid,0.3715951442718506,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Golden State Warriors,0.0,2hop__43283_86694,shorten,content,1,1,
bleurt_mid,0.3715951442718506,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Golden State Warriors,0.0,2hop__43283_86694,formality,style,1,1,
bleurt_mid,0.3715951442718506,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Golden State Warriors,0.0,2hop__43283_86694,formality,style,2,1,
bleurt_mid,0.3712295293807983,At the end of which year did tribes from the place where the Celts are said to have migrated from invade the Roman empire?,406,400,0.0,2hop__47712_25719,paraphrase,style,2,0,
bleurt_mid,0.3712295293807983,At the end of which year did tribes from the place where the Celts are said to have migrated from invade the Roman empire?,406,400,0.0,2hop__47712_25719,paraphrase,style,3,0,
bleurt_mid,0.3712295293807983,At the end of which year did tribes from the area where Linear Pottery culture was found invade the Roman Empire?,406,400,0.0,2hop__576118_25719,elaborate,content,2,1,
bleurt_mid,0.3707696199417114,When is the next episode of the series that Steven the Sword Fighter is a part of being released?,TBD,"The provided context does not mention a series that Steven the Sword Fighter is a part of, nor does it provide information about upcoming episodes or release dates. Therefore, the answer cannot be determined from the given context.",0.0,2hop__398344_85513,formality,style,2,1,
bleurt_mid,0.3704191446304321,What is the body of water that St. Matthew Island located in named after?,Vitus Bering,"There is no body of water named after St. Matthew Island in the provided context. The context discusses the San Andreas Fault and its naming after the San Andreas Valley, not St. Matthew Island.",0.0,2hop__864101_135373,elaborate,content,1,1,
bleurt_mid,0.3700487613677978,What is the Sarah performer's birth date?,11 September 1962,21 February 1934,0.0,2hop__711639_110949,formality,style,2,1,
bleurt_mid,0.369770884513855,When was the region that lies to the north of where israel is located and the body of water where Kharg Island is located established?,1932,"The question does not specify a particular region or establishment event related to the area north of Israel or the body of water where Kharg Island is located. Based on the context, Israel is bordered by Lebanon and Syria to the north, and Kharg Island is located in the Persian Gulf. There is no date or specific establishment",0.0,4hop2__71753_623626_70784_61381,paraphrase,style,3,2,
bleurt_mid,0.3691161870956421,When is the next episode of the series that Steven the Sword Fighter is a part of being released?,TBD,No information provided,0.0,2hop__398344_85513,paraphrase,style,1,2,
bleurt_mid,0.3691161870956421,When is the next episode of the series that Steven the Sword Fighter is a part of being released?,TBD,No information provided,0.0,2hop__398344_85513,paraphrase,style,3,2,
bleurt_mid,0.3684073090553283,When did the party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,January 2015,2014,0.0,3hop2__28727_92991_76291,elaborate,content,1,0,
bleurt_mid,0.3684073090553283,When did the party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,January 2015,2014,0.0,3hop2__28727_92991_76291,elaborate,content,3,0,
bleurt_mid,0.3684073090553283,When did the party that controls the House of Representatives take control of the branch that approves the appointees to the american cabinet?,January 2015,2014,0.0,3hop2__90327_87184_76291,elaborate,content,1,2,
bleurt_mid,0.3684073090553283,When did the party that controls the House of Representatives take control of the branch that approves the appointees to the american cabinet?,January 2015,2014,0.0,3hop2__90327_87184_76291,formality,style,1,0,
bleurt_mid,0.3684073090553283,When did the party that controls the House of Representatives take control of the branch that approves the appointees to the american cabinet?,January 2015,2014,0.0,3hop2__90327_87184_76291,formality,style,2,0,
bleurt_mid,0.3684073090553283,When did the party that controls the House of Representatives take control of the branch that approves the appointees to the american cabinet?,January 2015,2014,0.0,3hop2__90327_87184_76291,formality,style,3,0,
bleurt_mid,0.367933988571167,What is the body of water that St. Matthew Island located in named after?,Vitus Bering,"There is no body of water that St. Matthew Island is named after in the provided context. The context discusses the San Andreas Fault and its naming after the San Andreas Valley, not St. Matthew Island. 

However, to directly answer the question based only on the context (which does not mention St. Matthew Island),",0.0,2hop__864101_135373,paraphrase,style,1,2,
bleurt_mid,0.3669021725654602,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1962,0.0,4hop2__5206_14670_8987_8529,shorten,content,3,1,
bleurt_mid,0.3669021725654602,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1962,0.0,4hop2__5206_14670_8987_8529,formality,style,2,0,
bleurt_mid,0.3669021725654602,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1962,0.0,4hop2__5206_14670_8987_8529,formality,style,3,0,
bleurt_mid,0.3669021725654602,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1962,0.0,4hop2__5206_14670_8987_8529,formality,style,3,2,
bleurt_mid,0.3669021725654602,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1962,0.0,4hop2__5206_14670_8987_8529,paraphrase,style,1,1,
bleurt_mid,0.3669021725654602,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1962,0.0,4hop2__5206_14670_8987_8529,paraphrase,style,2,1,
bleurt_mid,0.3669021725654602,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1962,0.0,4hop2__5206_14670_8987_8529,paraphrase,style,3,1,
bleurt_mid,0.3669021725654602,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1962,0.0,4hop2__567956_14670_8987_8529,shorten,content,1,2,
bleurt_mid,0.3650154173374176,"Among the top five largest urban areas in the state where Getting Away with Murder's performer was formed, where does city in which Alexander Golitzen died rank?",third-largest,San Diego is the second-largest city in California.,0.0,4hop3__312119_132409_146285_35031,formality,style,1,1,
bleurt_mid,0.364912748336792,How long had the city considered to be a place that is popular with tourists been the capital city of the location of the Yaxing Coach headquarters?,about 400 years,Since 1947,0.0,3hop2__326964_7855_7713,formality,style,1,0,
bleurt_mid,0.3649036288261413,What is the dynasty the oldest wooden buildings in China be dated to an example of?,Chinese surname,The Chen dynasty,0.0,2hop__32887_578772,shorten,content,2,2,
bleurt_mid,0.3636488914489746,"Besides areas of the country that gained control of Florida after the conflict Charles Edmund Nugent participated in, what other differences are there between Paco Godia's birthplace and Real Madrid?",two cities,"Paco Godia was born in Spain; Real Madrid represents Madrid, Catalonia; Godia's birthplace is in Spain, not a region.",0.0,4hop3__316459_41402_145282_13584,formality,style,2,2,
bleurt_mid,0.3632873296737671,Where does the city where Veoh's headquarters is located rank in the top five largest urban areas of the state where The Paramour Sessions' performers were formed?,third-largest,second largest,0.0,4hop3__668721_132409_371500_35031,elaborate,content,1,0,
bleurt_mid,0.3624155521392822,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,551-600,"Top among universities in Egypt, within the top 600 globally",0.0,2hop__703767_37168,formality,style,2,2,
bleurt_mid,0.3602790534496307,"Who is the president of the newly declared independent country, that established the Timor Leste Commission of Truth and Friendship, with the country containing the airport that includes Lion Air?",Francisco Guterres,Juscelino Timorens,0.0,4hop1__93963_170667_443779_52195,shorten,content,3,0,
bleurt_mid,0.3589047789573669,Where does the city where Alexander Golitzen died rank in the top five largest urban areas of the state where Still Swingin's performers were formed?,third-largest,42nd largest city,0.0,4hop3__373573_132409_146285_35031,paraphrase,style,2,2,
bleurt_mid,0.3573738932609558,When did the party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,January 2015,"The question is unclear and does not specify which party ""Alaska generally supports."" Based on the context, Alaska's politics are not directly addressed in relation to control of the U.S. House and Senate rules. The context does not provide information about which party Alaska generally supports or when that party gained control of the determiners",0.0,3hop2__28727_92991_76291,shorten,content,1,2,
bleurt_mid,0.3571078777313232,How many episodes are in season 5 of the series The Bag or the Bat is part of?,12,"The question does not provide information about the number of episodes in season 5 of the series that ""The Bag or the Bat"" is part of. 

However, based on the context, ""The Bag or the Bat"" is the title of the Ray Donovan pilot, and the context does not mention the number of episodes",0.0,2hop__153532_45326,paraphrase,style,2,0,
bleurt_mid,0.3560644388198852,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Peggy Jones,0.0,3hop1__67704_237521_291682,shorten,content,1,1,
bleurt_mid,0.3547697067260742,How long was the city where the Yongle emperor greeted the person the Ming court thought the representatives were sent by the capitol of Yaxing Coach's headquarters location?,about 400 years,A few decades,0.0,4hop3__862_846_326964_7713,elaborate,content,3,2,
bleurt_mid,0.3526386618614197,What was the percentage that the Dow Jones fell when the US had the highest unemployment rate?,54.7%,"over 50% in 17 months, then nearly 90% in 16 months",0.0,2hop__58168_38663,paraphrase,style,2,1,
bleurt_mid,0.3519372344017029,How long had Anhua Gao's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,"Nanjing has been the capital of Yangzhou for approximately four centuries, from the late Han to the early Tang dynasty. However, Nanjing itself has a much longer history as a capital, including as the capital of Wu and later as the capital of several Chinese dynasties. The question specifically refers to the period",0.0,3hop2__326964_265410_7713,formality,style,2,0,
bleurt_mid,0.351639062166214,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,1 May 1898,0.0,2hop__748615_123956,shorten,content,3,1,
bleurt_mid,0.351639062166214,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,1 May 1898,0.0,2hop__748615_123956,formality,style,2,2,
bleurt_mid,0.351639062166214,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,1 May 1898,0.0,2hop__748615_123956,formality,style,3,2,
bleurt_mid,0.3511189222335815,What is the term for the prime minister in the country where legislators are elected for six year terms?,Wazir-e-Azam,"The question does not specify which country's prime minister term is being asked, but the only country mentioned with legislators elected for six-year terms is Pakistan. In Pakistan, the prime minister is chosen by the National Assembly and serves a five-year term. 

Answer: five-year",0.0,3hop1__86965_488922_4093,paraphrase,style,2,1,
bleurt_mid,0.350476324558258,Who played the girlfriend of Alex P. Keaton's actor on Family Ties in Back to the Future?,Claudia Wells,Crista Flanagan,0.0,2hop__82910_75184,formality,style,2,1,
bleurt_mid,0.3500215411186218,"A country gained control of Florida after the war in which Charles Edmund Nugent saw action. Besides the different areas of that country, what other differences are there between Real Madrid and the team for the city he moved to in 1999?",two cities,"Real Madrid is a Spanish club based in Madrid, while the team for the city he moved to in 1999 (assuming the city is Miami, associated with Inter Miami CF, an American club) is from the United States. The clubs are from different countries and different leagues (La Liga vs. MLS).",0.0,4hop3__316459_41402_157761_13584,formality,style,2,1,
bleurt_mid,0.3494886755943298,When did the party Alaska generally supports take control of the determiner of rules of the US House and US Senate?,January 2015,"The question contains a misunderstanding. Alaska is a state, not a political party. The political party that Alaska generally supports is not specified in the context, which discusses the U.S. Senate and party leadership selection. The context does not provide information about when any party took control of the U.S. House or Senate.",0.0,3hop2__28727_92991_76291,shorten,content,3,1,
bleurt_mid,0.3493997454643249,"When did the maker of Acura Legend, the company that makes Daihatsu Charmant, and Nissan open US assembly plants?",1981,Early 1980s,0.0,3hop2__132957_132968_40768,paraphrase,style,1,1,
bleurt_mid,0.3493997454643249,"When did the company that built VTEC, the owner of Scion, and Nissan open US Assembly plants?",1981,Early 1980s,0.0,3hop2__222979_132628_40768,shorten,content,3,1,
bleurt_mid,0.3493997454643249,"When did the company that built VTEC, the owner of Scion, and Nissan open US Assembly plants?",1981,Early 1980s,0.0,3hop2__222979_132628_40768,formality,style,1,0,
bleurt_mid,0.3493997454643249,"When did the company that built VTEC, the owner of Scion, and Nissan open US Assembly plants?",1981,Early 1980s,0.0,3hop2__222979_132628_40768,formality,style,2,0,
bleurt_mid,0.3493997454643249,"When did the company that built VTEC, the owner of Scion, and Nissan open US Assembly plants?",1981,Early 1980s,0.0,3hop2__222979_132628_40768,paraphrase,style,1,1,
bleurt_mid,0.3493997454643249,"When did the team that John Surtees is a member of, the owner of Scion, and Nissan open US assembly plants?",1981,Early 1980s,0.0,3hop2__222979_380281_40768,shorten,content,1,0,
bleurt_mid,0.3482466340065002,"When was the region that lies to the north of what used to be known as the ""Near East"" and the location of the final destination of exported crops created?",1930,"The question does not provide a specific date or event for the creation of the region described. However, based on the context mentioning the Suez Canal's opening in 1869 as a transformative event for Shiraz (in the Middle East), the closest relevant historical creation date is:

1869",0.0,4hop2__9988_158279_70784_79935,paraphrase,style,1,2,
bleurt_mid,0.3479369282722473,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,8 January 1815,0.0,2hop__748615_123956,shorten,content,1,0,
bleurt_mid,0.3479369282722473,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,8 January 1815,0.0,2hop__748615_123956,shorten,content,2,0,
bleurt_mid,0.3479161560535431,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Ghana,0.0,2hop__442516_595885,shorten,content,1,0,
bleurt_mid,0.3479161560535431,Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Ghana,0.0,2hop__442516_595885,shorten,content,2,0,
bleurt_mid,0.3469330668449402,When was the region that lies to the north of the region Israel is located and where The World is located created?,1930,"The question is unclear and does not specify which region is meant by ""the region that lies to the north of the region Israel is located and where The World is located."" Based on the provided context, there is no information about a region created to the north of Israel or about ""The World."" Therefore, no answer can",0.0,4hop2__71753_685934_70784_79935,elaborate,content,1,0,
bleurt_mid,0.3457288146018982,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,582 feet (177 m),"None (Jim Wilson is not mentioned in the context; the context discusses MLB and NFL teams, but does not mention a Jim Wilson or a specific team associated with him. However, if the question refers to the Chicago Cubs, the context does not provide the longest home run for the Cubs. Based strictly on the context,",0.0,3hop1__617062_127905_86588,elaborate,content,2,0,
bleurt_mid,0.3443900942802429,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,5 May 1898,0.0,2hop__748615_123956,formality,style,1,2,
bleurt_mid,0.344372034072876,When was the region that lies to the north of the region Israel is located and where The World is located created?,1930,"The question is unclear and does not specify which region is meant by ""the region that lies to the north of the region Israel is located and where The World is located."" There is no mention of ""The World"" in the provided context. Based on the available information, I cannot provide a short, direct answer.",0.0,4hop2__71753_685934_70784_79935,shorten,content,3,0,
bleurt_mid,0.344372034072876,When was the region that lies to the north of the region Israel is located and where The World is located created?,1930,"The question is unclear and does not specify which region is meant by ""the region that lies to the north of the region Israel is located and where The World is located."" There is no mention of ""The World"" in the provided context. Based on the available information, I cannot provide a short, direct answer.",0.0,4hop2__71753_685934_70784_79935,shorten,content,3,1,
bleurt_mid,0.3443560004234314,When was the region that lies to the north of the region Israel is located and where The World is located created?,1930,"The question is unclear and does not provide sufficient context to determine which region is being referred to as ""the region that lies to the north of the region Israel is located and where The World is located."" There is no mention of ""The World"" in the provided context. Therefore, I cannot provide a short, direct answer",0.0,4hop2__71753_685934_70784_79935,shorten,content,1,0,
