qid,n_hop,instruction_type,group,run,step,answer_f1,max_f1_in_chain,question,gold_answer,predicted_answer
4hop3__601548_836463_161616_77103,4,formality,style,2,3,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,paraphrase,style,0,1,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,paraphrase,style,0,2,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,paraphrase,style,0,3,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,paraphrase,style,1,2,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,paraphrase,style,1,3,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,paraphrase,style,2,1,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,shorten,content,0,1,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,shorten,content,1,1,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,shorten,content,1,2,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,shorten,content,1,3,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__678814_466199_695123_72134,4,elaborate,content,0,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,elaborate,content,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,elaborate,content,1,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,elaborate,content,1,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,elaborate,content,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,elaborate,content,2,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,paraphrase,style,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,paraphrase,style,1,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,paraphrase,style,1,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,paraphrase,style,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,paraphrase,style,2,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,paraphrase,style,2,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,shorten,content,0,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,shorten,content,0,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,shorten,content,0,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,shorten,content,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,shorten,content,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,shorten,content,2,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__678814_466199_695123_72134,4,shorten,content,2,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Stoney Creek Township is located?,1839,1839
4hop3__719125_132409_223216_35031,4,formality,style,1,1,1.0,1.0,"In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?",third-largest,third-largest
4hop3__719125_132409_223216_35031,4,formality,style,1,2,1.0,1.0,"In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?",third-largest,third-largest
4hop3__771862_466199_695123_72134,4,elaborate,content,0,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,formality,style,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,formality,style,1,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,formality,style,1,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,formality,style,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,paraphrase,style,0,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,paraphrase,style,0,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,paraphrase,style,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,paraphrase,style,1,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,paraphrase,style,1,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,paraphrase,style,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,shorten,content,0,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__771862_466199_695123_72134,4,shorten,content,0,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Jackson Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,elaborate,content,0,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,elaborate,content,1,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,elaborate,content,1,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,elaborate,content,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,elaborate,content,2,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,elaborate,content,2,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,formality,style,0,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,formality,style,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,formality,style,1,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,formality,style,1,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,formality,style,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,formality,style,2,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,paraphrase,style,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,paraphrase,style,1,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,paraphrase,style,1,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,paraphrase,style,2,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,shorten,content,0,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,shorten,content,0,2,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,shorten,content,0,3,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
4hop3__794915_466199_695123_72134,4,shorten,content,1,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Ward Township is located?,1839,1839
